Attrition_Flag,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Trans_Amt,Months_Inactive_12_mon,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1
1,58,0.657,1514,4,0.19,3355,2,4,0.857
1,86,0.792,2168,1,0.786,3073,2,3,1.046
1,74,0.542,1084,1,0.054,3921,2,5,0.79
1,47,0.382,0,2,0.0,1904,1,3,0.691
1,65,0.625,2517,4,0.095,3103,3,6,0.985
1,67,0.634,2057,5,0.153,3866,3,3,0.684
1,58,0.706,1968,2,0.203,3435,3,5,1.022
1,64,0.73,0,4,0.0,3162,2,5,0.717
1,80,1.051,807,5,0.023,3937,2,6,0.967
1,31,0.476,2431,3,0.127,1536,1,5,0.37
1,38,0.462,1558,2,0.637,1716,2,6,0.511
1,57,0.966,0,4,0.0,3533,2,4,0.786
1,46,0.917,1638,3,0.639,2064,1,5,0.681
1,64,0.778,1608,5,0.307,2712,3,6,1.243
1,66,0.61,1962,0,0.578,3295,3,4,0.483
1,67,0.634,0,2,0.0,4165,3,4,0.726
1,37,0.682,1938,4,0.813,1616,2,4,0.597
1,93,0.755,0,3,0.0,2883,3,5,0.744
1,96,0.846,1581,4,0.079,3948,2,5,0.838
1,64,0.882,1232,3,0.038,2507,3,3,1.04
1,86,0.623,969,3,0.262,3222,2,3,1.079
1,67,0.763,1903,4,0.453,3016,1,3,1.059
1,81,0.884,1655,3,0.38,2664,1,4,0.806
0,28,0.273,2517,4,0.512,899,4,4,0.348
1,67,0.675,1108,1,0.203,2674,3,3,1.021
1,69,0.408,1381,2,0.636,2945,3,3,1.145
1,51,0.5,2517,2,0.885,2396,3,4,0.686
1,96,0.846,1524,4,0.082,3999,1,3,1.385
1,56,0.806,745,4,0.029,2058,2,5,0.607
1,35,0.667,2018,2,0.915,1739,3,5,0.648
1,46,0.704,1732,4,0.144,2015,1,3,0.804
1,67,0.523,1008,2,0.478,3913,3,3,0.953
1,35,0.522,1351,4,0.641,1320,3,6,0.521
1,31,0.632,2517,5,0.711,1463,2,3,0.346
1,72,0.8,775,4,0.029,3814,3,3,0.543
1,64,0.778,980,2,0.055,4399,2,6,0.731
1,57,0.9,1199,3,0.243,3246,1,3,1.57
1,30,0.429,1389,2,0.439,1547,4,5,0.307
1,50,0.429,0,3,0.0,2636,3,4,0.502
1,52,0.625,2229,3,0.696,2625,1,5,1.146
1,79,0.519,1017,4,0.554,2801,5,3,0.82
1,76,0.689,0,2,0.0,4075,2,3,0.539
1,53,1.038,1629,2,0.047,3448,3,3,1.078
1,37,0.321,873,2,0.122,2498,2,5,0.53
1,72,0.674,910,4,0.073,2643,3,5,0.856
1,39,1.167,0,3,0.0,3135,2,6,1.568
1,30,0.579,1073,2,0.041,1988,2,4,1.288
1,69,0.816,1194,3,0.035,3731,2,4,1.056
1,32,0.391,1720,2,0.509,1621,1,5,0.491
1,30,0.667,2335,2,0.397,1380,3,6,0.579
1,60,0.875,0,2,0.0,2113,3,4,0.904
1,75,0.531,1747,4,0.3,3732,1,6,0.551
1,42,0.312,0,4,0.0,2351,3,6,0.804
1,46,1.0,1758,3,0.15,2007,2,6,0.869
1,68,0.619,1562,2,0.347,3968,3,6,0.604
1,76,0.617,1193,2,0.156,3915,3,6,1.101
1,62,0.771,0,4,0.0,2574,3,3,0.572
1,51,0.7,2159,3,0.735,2511,2,3,0.67
1,73,0.659,1572,4,0.299,2822,3,5,0.732
1,81,0.653,957,3,0.093,3695,3,6,0.699
1,62,0.378,0,3,0.0,2142,3,3,0.667
1,37,0.423,1590,2,0.364,1596,3,6,0.475
1,71,0.543,2276,2,0.283,3271,2,6,0.406
1,38,0.652,734,3,0.084,2169,1,4,1.072
1,74,0.542,2013,3,0.236,4098,2,6,0.664
1,60,0.714,1377,2,0.688,2411,3,4,0.671
1,60,0.935,1815,4,0.58,3607,3,5,1.018
1,85,0.635,1070,3,0.532,3625,3,2,0.906
1,45,0.875,1776,3,0.235,2361,2,6,1.275
0,46,0.586,651,4,0.273,1920,6,2,0.592
1,88,0.692,2398,4,0.069,4976,2,6,0.917
1,71,0.732,1179,2,0.072,3929,2,6,0.849
1,67,0.523,0,0,0.0,3786,2,3,0.676
1,47,0.741,1421,2,0.38,1837,3,2,0.57
1,63,0.75,1799,1,0.081,3591,3,3,0.758
1,62,1.0,0,3,0.0,2395,2,3,1.334
1,61,0.694,1466,2,0.2,3066,2,3,1.236
0,47,0.621,0,3,0.0,2109,2,3,0.658
1,75,0.471,2512,5,0.688,4599,1,3,0.739
1,57,0.629,1223,3,0.241,2675,2,5,0.83
1,37,0.542,1482,2,0.045,2023,2,3,0.941
1,68,0.659,926,2,0.032,4549,1,6,0.622
1,49,1.13,1473,3,0.431,1803,1,3,0.597
1,51,0.545,0,1,0.0,2028,6,5,0.895
1,68,0.7,1912,3,0.711,3636,3,5,0.692
1,74,0.682,0,4,0.0,4066,2,6,1.16
1,63,0.703,989,3,0.552,3102,1,4,1.202
1,70,0.795,1181,2,0.061,2660,3,6,0.764
1,54,0.688,2098,4,0.258,3161,3,3,0.826
1,60,0.5,0,2,0.0,2584,2,6,0.976
1,46,0.586,1345,3,0.063,2143,3,6,0.603
1,74,0.574,0,4,0.0,4929,3,5,0.765
1,39,0.625,1201,4,0.431,1662,3,3,0.372
1,67,0.971,1482,3,0.17,2847,2,3,1.002
1,39,0.696,1974,3,0.061,1717,2,6,0.621
1,88,0.63,2140,3,0.234,4101,3,6,0.649
1,49,0.633,1468,2,0.287,2361,3,3,0.91
1,56,1.0,2517,1,0.133,2783,2,5,1.369
1,44,0.76,2517,3,0.208,2086,2,6,0.733
1,40,0.29,962,4,0.179,1778,3,5,0.827
1,88,0.76,2134,3,0.065,3990,3,5,0.797
1,60,0.935,1491,4,0.043,2243,3,4,0.93
1,60,0.579,1779,4,0.117,3143,3,4,1.392
1,49,0.361,1205,3,0.542,1823,3,5,0.395
1,77,0.604,0,4,0.0,3355,2,5,0.853
1,36,0.895,1869,1,0.694,1594,2,4,0.744
1,78,0.902,2037,2,0.284,3553,3,6,0.83
1,81,0.653,0,4,0.0,4740,3,4,1.084
1,70,0.795,1587,1,0.059,3732,1,5,0.968
1,62,0.771,0,2,0.0,3569,3,3,0.946
0,34,0.308,0,4,0.0,1234,3,3,0.522
1,87,0.933,2084,2,0.194,3502,1,3,0.847
1,66,0.65,1686,4,0.049,3146,2,3,0.562
1,52,0.486,1748,2,0.675,2804,3,6,0.626
1,69,0.683,1473,3,0.541,3129,2,5,0.737
1,80,0.702,0,0,0.0,4277,3,3,0.942
1,62,0.879,1781,2,0.151,2763,3,6,0.565
1,76,0.9,543,1,0.016,3951,1,5,0.745
1,60,0.622,0,3,0.0,2876,1,5,0.661
1,59,0.686,928,1,0.645,2186,3,4,0.851
1,93,0.824,1270,4,0.207,2825,3,6,0.913
1,66,0.692,665,1,0.325,3452,1,3,0.605
1,73,0.78,1220,4,0.055,3756,3,3,0.884
1,60,0.463,1620,5,0.126,2300,3,3,0.576
1,66,0.737,1474,1,0.44,4294,1,5,0.393
1,57,0.541,2376,1,0.467,2341,1,3,0.822
1,37,0.609,0,1,0.0,1585,1,5,0.576
1,81,0.841,1952,2,0.902,2651,1,5,0.822
1,77,0.75,1319,2,0.684,4199,2,4,0.672
1,57,0.727,0,1,0.0,1994,1,6,0.645
1,35,0.25,2099,3,0.061,1756,5,4,0.449
1,62,0.879,1116,2,0.212,2546,3,6,0.664
1,32,0.882,0,2,0.0,1336,2,6,0.706
0,40,0.538,0,4,0.0,1558,4,3,0.463
1,48,0.6,0,1,0.0,1801,2,3,0.675
1,74,0.721,2462,0,0.776,3140,3,4,0.772
1,69,0.816,1489,5,0.339,3942,2,4,1.258
0,40,0.6,0,4,0.0,1661,2,6,0.539
1,80,0.86,0,4,0.0,3637,2,3,0.868
1,70,0.556,1480,4,0.216,2833,3,3,0.513
1,42,0.448,2230,2,0.868,1755,3,4,0.686
1,70,0.892,890,2,0.411,3563,3,5,1.024
1,60,0.364,1480,3,0.406,2271,6,4,0.76
1,88,0.796,1786,1,0.153,2969,1,3,0.806
1,66,0.737,0,4,0.0,3367,1,6,0.706
1,61,0.649,1716,2,0.103,2580,3,6,1.025
1,33,0.32,1885,5,0.346,1505,2,6,0.643
1,71,0.578,769,4,0.027,3395,1,5,0.901
1,58,0.812,1676,1,0.58,3798,1,3,0.534
1,79,0.975,1280,0,0.135,3179,2,4,0.681
1,62,0.771,1019,5,0.073,3504,4,3,0.875
1,78,0.592,808,2,0.132,3411,2,5,0.747
1,85,0.771,0,2,0.0,3943,2,6,0.784
1,57,0.781,1586,4,0.346,2395,1,4,0.828
0,40,0.429,2191,4,0.416,2138,3,1,0.622
1,36,0.565,1463,2,0.098,1599,2,4,0.635
1,68,0.659,0,4,0.0,2751,2,3,0.741
0,31,0.292,0,3,0.0,1434,3,3,0.407
1,75,0.744,0,2,0.0,3928,3,4,0.773
1,43,0.654,0,4,0.0,1616,3,3,0.703
1,70,0.591,1388,4,0.183,3849,3,5,0.909
1,59,0.735,1628,2,0.126,1968,2,4,0.542
1,88,0.833,0,3,0.0,3925,2,5,0.74
1,78,0.529,1323,5,0.038,3422,1,6,0.934
1,77,1.081,2090,4,0.745,2812,3,6,1.248
1,52,0.857,1176,4,0.203,2987,4,5,1.12
1,33,0.65,1278,2,0.563,1550,3,5,0.375
1,48,1.182,2354,3,0.758,2720,3,6,1.248
1,99,0.707,1217,2,0.608,3162,1,5,0.775
1,55,0.618,0,0,0.0,2557,1,4,0.865
1,66,0.65,703,5,0.157,4044,3,4,1.026
1,32,0.524,1348,3,0.413,1665,2,6,0.756
1,75,0.471,0,2,0.0,4222,3,4,0.581
1,85,0.809,1435,3,0.042,4238,3,6,1.13
1,71,0.511,0,3,0.0,3063,6,4,0.817
1,70,0.628,1551,2,0.328,3658,1,4,0.544
0,35,0.458,2517,4,0.073,1727,3,2,0.465
1,64,0.422,0,2,0.0,3212,2,6,0.833
1,55,0.964,0,3,0.0,2990,2,5,1.159
1,35,0.75,1319,4,0.116,1976,1,3,0.693
1,70,0.628,1691,5,0.64,3495,1,3,0.755
1,63,0.75,2517,2,0.942,3052,1,6,0.714
1,34,0.172,1752,2,0.234,1543,4,3,0.294
1,67,0.634,917,3,0.057,4314,1,5,0.479
1,76,0.727,2449,1,0.128,4478,3,3,1.0
1,72,0.674,1265,3,0.423,4089,1,5,0.579
1,80,0.739,2461,4,0.748,3591,2,3,0.797
1,64,0.641,2422,4,0.217,2682,3,4,1.003
1,75,0.923,0,2,0.0,4221,1,4,0.702
1,32,0.882,1668,5,0.669,1606,2,3,0.651
1,58,0.871,1878,5,0.132,3982,3,3,0.847
1,56,0.647,968,2,0.057,2961,3,6,0.455
1,70,0.489,1899,4,0.254,3150,1,4,0.999
1,33,0.737,2517,2,0.548,1470,1,6,0.572
1,63,0.537,0,4,0.0,3825,3,6,0.613
1,67,0.763,0,2,0.0,4077,2,6,0.742
1,73,0.659,0,0,0.0,4014,3,4,0.777
1,71,0.69,1583,2,0.118,2338,3,4,0.621
1,69,0.533,1499,4,0.567,4251,3,6,0.67
1,73,0.738,1435,5,0.102,3683,1,4,0.57
1,74,0.805,774,3,0.022,3030,1,4,0.989
1,57,0.9,1006,4,0.177,2835,2,4,0.734
1,75,0.5,0,4,0.0,3018,2,5,0.889
1,70,0.591,2073,2,0.643,3250,2,4,1.035
1,64,0.561,778,4,0.278,3142,3,6,0.55
1,59,0.735,2010,5,0.058,2776,2,6,0.594
1,79,0.717,1569,4,0.716,4010,5,5,0.706
1,77,1.139,1945,2,0.234,3676,2,3,1.487
0,44,0.419,0,3,0.0,2323,2,4,0.632
1,73,0.659,945,4,0.2,3927,2,5,0.835
1,69,0.568,1606,4,0.162,3159,2,5,0.62
1,66,0.347,0,3,0.0,2349,3,6,0.563
1,69,0.769,1528,3,0.12,3337,3,5,0.777
1,60,0.5,2157,3,0.127,3275,2,5,0.629
1,41,0.519,2517,3,0.777,1904,3,6,0.636
1,87,0.891,0,3,0.0,3294,1,4,1.177
1,83,0.844,1425,2,0.095,4470,1,6,0.8
1,59,0.735,1563,3,0.44,3640,3,4,0.893
1,74,0.721,938,4,0.102,3948,3,3,0.735
1,62,1.138,1057,2,0.141,2533,3,3,1.197
1,50,0.613,0,2,0.0,3059,2,5,1.369
1,68,0.659,1630,2,0.703,3739,2,6,0.846
1,49,0.633,1592,5,0.585,3205,2,6,1.319
1,71,0.578,0,2,0.0,3446,3,3,0.936
1,80,0.739,0,4,0.0,2851,2,5,1.06
1,52,0.857,1548,3,0.084,2484,3,6,0.833
1,54,1.25,0,4,0.0,2949,3,5,0.777
1,68,0.659,0,2,0.0,4143,1,4,0.991
1,65,0.806,1263,3,0.037,2759,3,4,0.603
1,45,0.731,2514,4,0.537,2010,3,3,0.58
1,27,0.5,0,2,0.0,1406,1,4,0.425
1,29,1.071,2417,2,0.572,1458,3,4,0.522
1,62,0.59,0,4,0.0,2689,1,3,0.612
1,66,0.941,1857,0,0.181,3042,1,6,1.193
1,65,0.857,0,2,0.0,4248,3,4,1.224
1,66,0.571,1822,2,0.144,4084,3,5,0.947
1,71,0.543,2517,3,0.119,2309,1,6,0.763
0,42,0.5,2178,1,0.599,1865,5,3,0.451
1,62,0.676,1591,5,0.05,3650,3,4,0.711
0,32,0.455,477,3,0.081,1616,6,3,1.015
1,52,0.857,0,2,0.0,3292,2,4,1.299
1,77,0.638,1515,3,0.065,2834,2,3,0.622
1,76,0.727,688,3,0.165,3750,2,4,0.747
1,77,0.791,2227,2,0.452,4224,3,3,0.801
1,34,0.619,1749,4,0.512,2068,3,6,0.57
1,59,0.553,1965,4,0.411,3651,2,4,0.8
1,74,0.574,0,2,0.0,4454,2,5,0.674
1,79,0.681,0,3,0.0,4100,3,3,0.631
1,49,0.256,1217,2,0.637,1965,3,4,0.363
1,71,0.578,0,2,0.0,3593,3,6,0.682
1,34,0.7,2501,0,0.906,1650,1,4,0.505
0,42,0.556,0,4,0.0,1838,3,5,0.551
1,70,0.667,1097,3,0.048,3886,3,6,1.095
1,68,0.619,0,2,0.0,2882,3,5,0.579
1,60,0.667,1817,5,0.611,3332,3,3,0.739
1,48,0.548,0,3,0.0,1996,1,3,0.852
1,40,0.6,0,5,0.0,1539,2,5,0.425
1,88,0.76,0,4,0.0,3656,1,3,0.562
1,62,0.824,1187,1,0.061,3811,2,4,0.875
1,64,0.73,1749,4,0.133,4071,2,3,0.671
1,71,0.821,1508,3,0.184,4134,1,3,0.789
1,45,0.607,1966,5,0.754,1719,6,3,0.65
1,76,0.407,0,3,0.0,4422,2,4,0.433
1,84,0.647,582,5,0.022,3920,2,4,0.769
1,53,0.963,1657,1,0.615,4068,1,6,0.813
1,56,0.697,1496,5,0.072,3435,2,4,0.816
1,60,1.609,1049,3,0.554,4558,3,6,1.122
1,25,0.667,1018,4,0.037,1427,3,3,0.426
1,71,0.868,657,2,0.019,3661,2,6,0.723
1,62,0.771,2517,5,0.102,3069,1,3,0.509
0,48,0.846,0,4,0.0,2063,2,3,0.519
1,60,0.667,735,5,0.035,3343,1,5,0.624
1,59,0.967,561,1,0.061,3451,2,3,0.774
1,33,0.5,1889,1,0.172,1425,1,4,0.475
1,65,0.711,851,2,0.131,3088,1,3,0.679
1,72,0.946,1464,2,0.583,3166,2,3,1.25
1,59,0.903,0,3,0.0,3135,1,3,1.071
1,69,0.468,1123,2,0.075,3441,5,5,0.539
1,67,0.763,948,2,0.092,2914,1,4,0.843
1,57,1.036,1638,4,0.16,3321,1,5,1.053
0,40,0.481,1821,4,0.151,2381,3,6,0.63
1,92,0.586,0,2,0.0,4199,2,5,0.735
1,81,0.528,0,2,0.0,3489,2,6,0.673
1,74,1.0,2379,3,0.855,3897,3,4,0.912
1,41,0.323,0,3,0.0,1742,2,5,0.723
1,78,0.733,1260,2,0.103,3418,3,4,1.138
1,53,0.514,1402,4,0.35,2114,2,4,0.579
1,64,0.684,1388,2,0.04,3261,3,6,0.791
1,82,0.783,1695,4,0.166,3577,2,3,0.875
1,62,0.879,1622,1,0.38,3244,3,3,0.708
1,68,0.744,0,2,0.0,4297,2,3,0.659
1,63,0.75,0,2,0.0,4023,1,4,0.697
1,89,0.78,1375,3,0.122,3978,1,6,0.94
1,70,0.591,818,2,0.036,3855,1,5,0.987
1,64,0.778,891,4,0.026,2687,2,5,0.926
1,35,0.296,1049,3,0.045,1661,2,4,0.438
1,58,0.611,1433,2,0.868,4050,2,6,0.985
1,69,0.533,796,2,0.092,4755,2,6,0.864
1,33,0.5,1193,1,0.262,1914,3,3,0.445
1,65,0.912,0,2,0.0,4136,1,3,0.57
0,33,0.65,0,4,0.0,1375,3,1,0.45
1,76,0.689,657,1,0.019,4614,3,3,0.641
1,63,0.432,0,4,0.0,2958,3,3,0.571
1,67,0.675,1376,1,0.075,4095,2,6,0.6
1,88,0.66,1436,2,0.225,4462,3,5,0.845
1,49,0.633,2517,3,0.187,1894,2,5,0.734
1,88,0.796,0,3,0.0,4740,1,3,0.82
1,36,0.714,1387,1,0.687,1689,2,3,0.56
1,78,0.472,1793,2,0.052,4533,1,6,0.767
0,36,0.333,0,4,0.0,1427,1,3,0.414
0,43,0.654,0,2,0.0,1657,3,1,0.559
1,65,0.625,0,2,0.0,3698,1,3,0.873
1,63,0.703,2135,2,0.062,3514,2,6,0.488
1,54,0.588,1021,3,0.108,3240,3,6,0.557
1,70,0.842,824,4,0.125,4160,3,5,1.262
1,80,0.778,0,2,0.0,3018,2,4,0.812
1,59,0.735,1472,4,0.206,3607,1,3,1.002
1,36,0.286,1397,4,0.346,1494,2,4,0.396
1,24,0.5,2517,3,0.456,1532,2,6,0.473
1,70,1.121,689,2,0.124,4256,1,3,0.985
1,60,0.818,1500,3,0.174,2902,3,6,0.688
1,74,0.897,1368,1,0.045,3522,3,5,0.721
1,66,0.692,2154,1,0.22,3413,2,4,0.5
1,84,0.787,0,5,0.0,4172,2,4,0.725
1,64,0.561,1049,2,0.071,4890,2,3,0.534
1,63,0.8,0,2,0.0,3396,3,6,0.826
1,67,0.457,0,3,0.0,3784,2,5,0.665
1,56,0.867,1345,3,0.084,3640,1,4,0.729
1,72,1.0,0,4,0.0,3602,2,3,1.037
1,63,1.032,1929,1,0.223,2878,1,4,0.777
1,60,0.714,1316,1,0.038,3542,1,5,0.818
1,66,0.833,1354,2,0.139,3323,1,6,0.893
1,75,0.596,2060,2,0.839,3777,1,3,0.804
0,44,0.333,0,6,0.0,1632,2,2,0.464
1,72,0.5,1681,4,0.395,3453,2,4,0.65
1,92,1.0,1367,2,0.418,2464,2,4,0.704
1,65,0.806,724,2,0.208,2807,3,3,0.722
1,68,0.581,2458,4,0.185,3556,1,3,0.516
1,73,0.659,0,2,0.0,3625,1,6,0.566
1,72,0.565,1028,3,0.153,4444,2,4,0.553
1,83,0.976,1365,0,0.5,4293,3,3,0.648
1,41,1.158,644,2,0.103,2433,1,5,1.06
1,66,0.692,881,3,0.241,3297,1,5,0.846
1,71,0.919,1368,1,0.06,3752,3,4,0.942
1,59,0.788,0,2,0.0,2686,2,3,0.531
1,36,1.0,1782,4,0.424,2051,1,3,1.526
1,68,0.619,0,2,0.0,3550,2,6,0.476
1,65,0.806,1704,3,0.371,2968,2,4,0.903
0,39,0.696,2165,4,0.177,1995,3,5,0.641
1,64,0.73,1899,4,0.107,3986,1,6,0.851
1,74,0.609,2049,3,0.163,3283,3,4,0.683
1,69,0.683,1444,3,0.408,3410,1,6,0.664
1,67,0.457,0,4,0.0,4632,3,6,0.959
1,71,0.511,0,2,0.0,3560,1,3,0.779
1,73,1.028,1310,1,0.045,3042,2,4,1.092
1,52,0.576,0,2,0.0,2118,3,3,0.639
1,69,0.533,1775,4,0.205,3939,2,5,0.729
1,60,1.069,758,4,0.059,3060,3,4,0.778
1,72,0.532,0,4,0.0,3982,2,3,0.394
1,70,0.842,0,4,0.0,2058,2,4,0.496
1,70,0.591,0,4,0.0,3519,1,4,0.761
0,42,0.448,2517,3,0.457,2272,3,2,0.729
1,53,0.893,0,3,0.0,3731,1,4,0.693
1,62,0.722,2464,1,0.579,2366,1,3,0.764
1,76,0.949,1886,3,0.191,3912,1,6,0.921
1,42,0.68,988,4,0.128,2078,3,5,0.884
1,46,1.0,2517,4,0.783,2666,1,3,1.275
1,59,0.595,1466,4,0.468,3612,2,3,0.689
1,61,0.743,2088,2,0.209,3530,3,3,0.65
1,40,0.6,1393,3,0.246,1570,1,5,0.436
0,42,0.556,0,4,0.0,1898,4,3,0.552
1,81,0.8,1131,2,0.225,4028,1,5,0.624
1,74,0.451,1063,3,0.093,3242,3,4,0.686
1,65,0.806,1445,4,0.182,3815,1,6,0.75
1,67,0.763,1650,3,0.129,2671,3,6,0.783
1,35,1.059,0,2,0.0,1876,2,4,0.998
1,86,0.72,688,5,0.478,4208,2,6,0.976
1,42,0.68,1839,3,0.142,2481,3,5,1.113
0,25,0.25,1484,5,0.262,1693,4,1,0.434
1,43,0.654,0,0,0.0,2311,1,4,0.696
1,81,0.841,1315,1,0.218,3420,3,3,0.623
1,65,0.512,1359,1,0.2,3434,3,5,0.737
1,83,0.456,1242,1,0.081,4758,1,5,0.725
1,69,1.091,0,0,0.0,3938,1,4,0.873
1,69,0.468,1754,3,0.681,2880,2,3,1.027
1,51,1.318,1090,5,0.043,1941,3,6,0.819
1,59,0.595,719,3,0.082,2067,3,3,0.556
1,64,0.829,0,3,0.0,3748,2,4,0.674
1,71,0.651,2301,1,0.068,3458,2,4,0.751
1,69,0.816,0,4,0.0,3364,3,5,0.74
1,73,0.78,713,5,0.098,4253,3,6,0.833
1,51,0.457,1864,4,0.144,3472,1,6,0.414
1,79,0.837,1594,5,0.298,4456,1,6,0.973
1,41,0.783,1560,4,0.133,2143,4,5,0.773
1,64,0.6,1656,1,0.635,3024,3,5,0.657
1,74,0.762,0,1,0.0,3848,3,4,0.622
1,40,0.6,1420,5,0.068,2291,2,4,0.857
1,63,1.1,1230,2,0.036,3260,2,5,0.72
1,68,0.659,2044,2,0.666,4433,3,5,0.91
1,84,0.75,0,4,0.0,4544,1,5,0.875
1,68,0.659,2517,2,0.38,3595,2,4,0.459
1,61,0.694,0,5,0.0,3758,3,5,0.972
1,67,0.763,2139,2,0.212,3092,3,3,1.408
1,64,0.73,2517,1,0.305,3299,2,6,1.049
1,72,0.636,874,1,0.151,4029,2,5,0.894
1,58,0.611,915,3,0.636,3754,3,5,0.464
1,70,0.707,2002,1,0.278,3825,3,5,0.828
0,40,0.905,238,4,0.113,2136,1,3,0.61
1,67,0.811,0,5,0.0,4071,2,4,0.633
1,64,0.73,1132,2,0.049,3204,2,3,0.942
1,63,0.853,2309,4,0.872,3281,3,4,1.006
1,64,0.524,673,2,0.022,2652,2,6,0.721
1,64,0.561,0,1,0.0,3230,3,5,0.759
1,72,0.6,0,3,0.0,4659,1,3,0.673
0,54,0.929,0,5,0.0,1995,1,5,0.566
1,65,0.585,1710,4,0.455,3240,2,3,0.627
1,60,0.714,0,4,0.0,4251,3,6,0.857
1,68,0.447,1675,2,0.106,4037,3,3,0.514
0,31,0.409,2517,3,0.312,1224,3,2,0.352
1,59,1.107,0,1,0.0,3660,1,6,0.928
1,80,0.633,0,3,0.0,3650,2,3,1.012
1,56,0.931,985,2,0.051,3323,2,4,0.966
1,41,0.864,2517,0,0.929,2198,1,3,0.568
1,64,0.641,1147,4,0.049,4274,3,3,0.629
1,76,0.727,2124,2,0.839,3400,3,4,0.715
1,73,1.212,2517,3,0.256,2927,2,3,0.59
1,67,0.763,1689,5,0.234,3474,4,5,0.83
1,43,1.15,0,4,0.0,1966,5,6,0.464
1,61,0.794,1778,5,0.082,3328,1,4,1.071
1,69,0.917,0,4,0.0,4548,3,4,1.022
1,77,0.604,1994,1,0.142,3792,3,3,0.437
1,66,0.65,1107,3,0.043,3503,2,5,0.971
0,49,0.4,278,4,0.008,3029,3,3,0.817
1,77,0.75,1225,3,0.057,3646,3,6,0.681
0,46,0.769,0,1,0.0,1805,3,5,0.5
1,68,0.838,0,2,0.0,3204,3,5,1.041
1,65,0.585,0,5,0.0,3435,1,3,0.631
1,34,0.545,1272,3,0.388,2006,3,5,0.799
1,57,0.966,2000,2,0.281,3584,1,6,0.769
1,72,0.565,848,3,0.064,3789,3,5,0.825
1,77,0.481,865,3,0.144,4542,2,3,0.511
0,46,0.586,2174,6,0.239,2098,3,2,0.653
1,67,0.718,1465,5,0.194,4175,3,5,0.511
1,73,0.553,1654,5,0.189,5054,1,4,0.695
1,72,0.6,0,4,0.0,4288,3,3,0.706
1,68,0.619,600,2,0.084,3787,3,6,0.813
1,63,0.465,1239,2,0.054,3395,2,3,0.713
1,84,0.75,1020,3,0.042,3311,2,3,1.19
0,43,0.483,2517,3,0.217,1643,3,4,0.457
1,69,0.605,1721,3,0.057,4178,2,3,0.717
1,65,0.711,1448,2,0.213,3463,6,3,0.836
1,23,0.278,1113,2,0.078,1809,3,4,0.406
0,35,0.591,0,5,0.0,1641,4,2,0.521
1,68,0.417,892,3,0.156,3403,2,5,0.589
1,26,0.857,1869,0,0.196,1453,1,6,0.821
0,29,0.318,0,4,0.0,2003,2,3,0.699
1,69,0.568,2303,2,0.912,3596,1,5,0.836
1,63,0.615,0,3,0.0,4458,3,6,1.154
1,70,0.628,900,2,0.132,4422,3,6,0.605
1,46,1.0,1002,1,0.334,2624,3,5,1.033
1,73,0.622,1380,2,0.083,3511,2,3,0.605
1,70,0.944,0,2,0.0,3776,2,3,0.703
1,69,0.533,0,2,0.0,3368,1,4,0.638
1,84,0.787,2517,3,0.763,4312,2,6,0.981
0,42,0.448,2517,3,0.187,1904,2,1,0.619
1,84,0.474,1705,2,0.268,5169,1,4,0.644
1,28,0.75,2011,1,0.751,1723,3,5,0.466
1,80,0.6,2049,2,0.469,3259,3,6,0.865
1,57,0.727,1037,2,0.603,2681,3,5,0.721
1,65,0.711,1619,2,0.737,2040,2,6,0.656
1,66,0.941,1153,3,0.405,3730,3,6,0.836
1,66,0.784,1190,4,0.056,4895,2,3,0.5
0,37,0.233,0,4,0.0,2066,3,1,0.809
1,82,0.673,2035,2,0.578,4034,2,4,0.567
1,57,0.629,1280,2,0.074,3170,1,5,1.314
1,56,0.867,0,2,0.0,2512,1,4,1.109
1,80,0.481,1426,3,0.156,4112,1,4,0.666
1,82,0.708,798,3,0.039,4314,3,6,0.592
0,54,0.8,864,3,0.056,2136,3,2,0.578
1,71,0.511,800,1,0.088,3809,3,5,0.62
1,45,0.875,1023,0,0.127,3374,2,4,0.75
0,33,0.222,1444,3,0.88,1360,2,3,0.423
1,69,0.769,0,4,0.0,4276,3,3,0.715
0,44,0.467,0,4,0.0,2308,1,3,0.672
1,77,0.54,1749,3,0.07,4092,3,3,0.626
1,70,0.458,1136,3,0.365,3704,3,4,0.499
1,71,0.614,1525,2,0.051,4109,2,5,0.529
1,58,1.071,1079,2,0.149,3723,1,4,1.312
0,41,0.171,580,3,0.358,1893,2,2,0.421
1,70,0.667,2517,2,0.075,4719,5,3,0.633
1,32,1.133,988,2,0.086,1842,3,6,0.569
1,71,0.543,1319,3,0.106,3996,3,3,0.655
1,62,0.676,0,4,0.0,3775,1,5,0.88
1,58,0.933,1426,4,0.296,3571,1,5,0.898
1,66,0.784,1584,2,0.639,3438,1,4,0.874
1,83,0.596,2517,4,0.073,4228,3,6,0.765
1,80,0.6,2019,4,0.235,4017,2,5,0.677
1,70,0.842,1963,2,0.272,4127,3,6,0.852
1,83,0.694,978,3,0.6,3766,2,3,0.552
1,50,0.923,1289,1,0.075,3632,2,3,0.559
1,38,0.583,2321,4,0.322,1734,2,3,0.491
1,31,0.824,1421,3,0.05,1635,1,4,0.635
